income,rooms_per_household,bedrooms_per_room,population_per_household,ocean_proximity,price
4.245071229516849,5.324821725025618,0.1068253197517533,2.0201430492368386,1,333787.5445882376
3.292603548243223,5.8554813292844825,0.1484398255530458,2.3583484163835466,0,253013.71451507707
4.471532807151039,5.207580079000039,0.15090084360222233,2.1405578714980287,1,256742.39178522953
5.784544784612038,5.69203847036096,0.17363151729217027,2.4164029268812035,3,381669.40060323465
3.148769937914996,4.106385333046214,0.1,2.6500947825021677,2,236463.1679520671
3.148794564576229,6.213293707372938,0.17962836369236654,3.3860081404319686,0,264448.9853947582
5.868819223261087,6.001205475362224,0.1,2.575188672906008,3,373706.97276051424
4.651152093729364,5.182911368931809,0.11850577238180948,1.690062005261285,0,275821.0741696494
2.795788421097572,6.659245668432405,0.12558630787742275,3.598047492546612,0,251272.35489861856
4.3138400653789475,6.937570137626558,0.1816663413035619,2.214036906469472,3,372289.7621057928
2.8048734607813066,4.392440135631026,0.15113154263384346,2.7588957010267596,1,258221.82180240416
2.801405369644615,5.237275221433785,0.1,3.112575554858498,3,275447.1744350601
3.862943407349051,5.230857650212702,0.10075034370914923,2.9397272928819476,3,268249.5201317925
0.6300796330133034,5.0600968988911355,0.15993400047737033,3.5659256832650326,1,90098.02989570846
0.9126232512304506,6.829474841931749,0.14604663290677217,3.135302200374931,2,189817.36620421577
2.656568706138541,5.8061738612271965,0.12104379451821268,2.197083294212024,3,261952.72315349808
1.9807533194983642,5.735485158689389,0.12595831052440104,4.324993521794163,0,219454.54177850086
3.971370998892911,3.9961376355932465,0.18480839985796443,2.936033424336763,3,208828.98443647934
2.1379638867181834,6.635418030209227,0.12411537135653926,2.6968618413649454,3,207394.24882576277
1.3815444479970629,4.760741605146528,0.14559543779854633,3.4747477961388995,0,156121.618904277
5.698473153382331,6.059932630266328,0.25849682940402713,2.9746156621510504,1,407814.0146431545
3.1613355492701967,6.277376937958191,0.1,3.0794597350575286,2,301633.5371007483
3.6012923070318856,7.360658595838651,0.1,4.544528799020481,2,326605.3929368285
1.3628777206798146,4.691179600880888,0.18917948323993033,2.6074150002214673,0,162432.01808575907
2.683425913212226,2.9804878441791747,0.11606784693529483,2.5775673741878227,1,190523.62394826318
3.666383884564799,6.183849544753695,0.13408812361286898,2.8816049584087247,3,320860.36016922485
1.7735096338665457,7.800511181510854,0.11094218109344428,3.550061154906727,3,248524.56581359947
4.063547027518508,7.238946352939437,0.13700999296162436,1.7454261788667205,3,343077.9085880516
2.5990419651217924,6.209659415274626,0.22992690560481707,1.4241108759664463,3,234597.87730721987
3.062459375310085,5.508363814367953,0.19010642293090596,2.389019310565897,3,256223.66665759246
2.597440081655905,6.80712259663731,0.19311117559434884,1.656253928658499,0,270896.6386010022
6.278417276763406,5.026453800295531,0.1,2.502618056732053,3,417474.2015110228
3.4797541628930992,6.476357769356219,0.1,3.151749787290503,3,309939.65608213696
1.9134336065661495,6.505470159166627,0.1,2.1764757955134155,1,261062.7393521756
4.733817368154783,7.06020990749888,0.10953095894586229,1.80122139625306,3,380373.4362928213
1.6687345250434666,8.759660038911077,0.19783515931928292,2.8485360132007433,2,229268.21345023598
3.813295392507133,6.392415967178767,0.17584732578741855,3.4037804392306192,0,336228.9262593861
0.5604948141803368,5.491036374292501,0.1389243368523938,1.613518593038371,0,89913.30122217967
1.5077209266523544,5.974425687808005,0.14888498581409734,3.374162678814189,0,154987.90937589432
3.7952918538036853,4.230924095110882,0.11555572287122971,3.372114342616828,2,278680.7063904425
4.607699869993116,5.305286868910942,0.1602379441200892,3.4678595715096394,3,343970.73370546754
3.7570524217849557,5.590717561886896,0.18829391397403072,3.6529361504101803,0,252900.73992316428
3.3265275764176394,5.475911602065407,0.1,4.341409747261731,2,259360.08643258765
3.048344456616067,6.152354872033722,0.1649823843918674,2.550735565966661,1,249032.6860852947
1.2822170144488592,5.177580067617799,0.19662174354773337,2.8767001060545003,3,143231.07521096434
2.4202336874079373,7.121030667324471,0.1292449855518315,2.508493096726382,2,285277.98172748304
2.8090418435603186,6.000207064918197,0.1850350306060292,2.8013837913290676,3,272399.64585249603
5.085683339328374,5.990699678861386,0.29073272222362767,3.8730113489454183,1,358987.8590368538
4.015427434352692,5.672105283487082,0.1447828603506554,1.8584898612485317,2,290595.47655639565
0.8554397669558993,6.155190683858979,0.16966535250026618,2.197265229484097,3,116903.04429335703
3.9861259540921923,6.825098264667635,0.11309714581693042,3.7640266555531925,2,372758.95387057425
2.922376579375525,5.1328697842891,0.1590625581301025,3.5140255548314627,0,258586.5137566007
2.484616999541062,5.341883510924744,0.1730135812491152,2.5458078472280454,3,201217.768010898
4.417514433261302,5.696273971223335,0.1597421170135069,3.3980814007845037,2,348402.08016560326
5.046499283743927,4.654129076526785,0.1,3.038851089744423,0,338300.83710049326
4.896920178674298,5.180742140278502,0.16031808856627253,3.8501922263006914,1,331831.66216510104
2.2411737151660422,5.523779126455341,0.22310979693588184,2.8521567156787406,3,224435.1242893029
3.036181436223178,6.874389180712727,0.17243178822572636,3.5179424797108076,3,258430.31851674544
3.996895147105346,6.262561329001925,0.19809935945359206,4.649408337344834,1,304878.3203773229
4.963317690683539,6.193589911367544,0.1381494014993686,3.218669408533226,0,368774.0446125458
2.781238643232065,6.850897962167972,0.1874950119711855,2.8345297160563905,1,251721.60501984696
3.2215115350042742,5.862628211600604,0.1639633919108263,3.3057128896546852,3,290202.5276947102
1.8404975389909577,6.39046484992889,0.10245446351563839,2.5443033992572803,2,270783.4458826916
1.7056900638789938,5.896778247067504,0.16592605023994372,4.471577393867312,0,172294.82164508832
4.718788733591297,6.265362349399629,0.10041516682798446,2.9260497263871867,0,306272.1664370369
5.5343600428562345,5.417241342388418,0.1183559862557604,2.608946675842141,0,319092.8246535042
3.391984817629499,3.561182841723571,0.1594664153646187,2.2150176964859747,1,228335.53270286595
5.0052993468380365,5.865720837813696,0.1648622136690062,3.5680541341245067,1,339441.33571093995
4.042454037571451,7.4227481360999406,0.1,3.407031188979417,2,351813.4796325838
2.5323203680923134,6.926215402241592,0.20269928855914382,2.4518519400101346,2,258983.29218227338
4.0420934082626205,6.965397484591171,0.17860031391502365,3.2035159415856955,0,284386.0990107804
5.807054849698954,7.236130721806218,0.11476357821945579,1.7440108222510005,2,374890.663125657
3.4462609413350727,6.0886575909614375,0.1,2.929479402551209,1,297964.1960963652
5.846965483721009,6.197315707405596,0.14275477104592843,3.116929446453686,2,413219.7148234647
0.5,5.38234810456565,0.12770281430694197,3.995130866691456,1,113487.28142496935
4.732853756562836,5.683927143972951,0.15565702285265112,2.2604268380899173,2,292824.07201099914
3.630570602357257,6.615771149771142,0.13184416694222167,1.9051531598383729,3,321393.48264912434
3.051488974301199,7.203884437168816,0.1,2.1732004273524708,1,329809.1238211545
3.6376411648032536,5.860553724319001,0.13058265308494207,1.864402049779556,3,300903.47327886324
0.5186466280986606,5.549810735148588,0.13471904444658434,3.735660150431288,1,104768.37716862363
3.170492168243732,6.000527958856598,0.18168305123870293,3.8840475065168256,2,270787.579994518
4.03566885726762,6.601206748929115,0.11509001626944751,3.02415160456418,3,287069.65460048034
5.716841067112274,4.556145183866458,0.2339337336686283,3.6549064619796034,2,397007.0917646751
2.722594672589529,3.703819046862762,0.1,2.8937708664061645,1,207661.44460261785
2.2872595956602186,5.449463150508416,0.21555837489013122,2.7334218466094637,3,159529.61669607574
2.7473644346231954,4.779287574085841,0.13878405145609476,2.566873666662367,0,216994.53982676138
4.873103176553111,5.491859802352689,0.1929792436171778,2.582726306035704,2,357742.4380008774
3.9931266644895267,5.852219681182529,0.15399007420293664,1.716538910583678,1,299009.7945087144
2.7053596943494416,5.546751590976987,0.20697777680127347,2.9849783345251373,3,227577.25605374295
4.269901149670034,7.452467534470745,0.13063190177235942,2.771766262850169,2,319280.7468728805
3.6456163240220607,6.32674476460232,0.1,3.321752506854513,3,320811.9411055991
4.952967485799334,6.300474359610829,0.22102521436355316,2.8654664475070266,2,343152.5247634315
2.4469203591839714,6.622207144043402,0.14432596770589293,2.6861074089016355,2,182880.50114462094
3.008506780103348,4.861166882219231,0.16107792368121052,2.1901648789946586,2,228457.05934537968
2.9118377703017635,7.039111787420269,0.21173759570223977,2.850507265775233,3,305221.73594549217
1.3047275778018221,5.92423571346454,0.1,3.3167660615713133,3,167113.20976138348
3.944180415596864,6.670480617241212,0.17977454488196287,1.9996627062412973,2,373769.4554342749
3.891582908269834,4.928142766959844,0.12050526217685545,2.8612316275765175,0,299985.77610030136
3.5076701849636915,4.446241233983936,0.1433915322177814,2.9631300660706383,0,267301.50218538515
3.14811929993728,6.817889658025028,0.15361394826921443,2.2973546514672147,0,282231.1127663756
1.3769438869243786,6.376409526097516,0.1,2.3885005865644,1,189326.79863524056
2.8690320158519613,5.09794844564249,0.11105814785897825,2.96142759413635,0,231954.95325891383
2.985928225209846,5.130336918725305,0.21755364462065696,2.0066052871951636,3,231957.38564148976
2.296584096167572,7.12543478441477,0.19430955942923978,3.0449466006745745,0,263548.4373872265
3.2580714325009863,4.810588107132672,0.14686802113363825,2.17325193843856,3,223696.99581730386
4.106076285221808,7.642672953255963,0.16215617292564466,3.5439975851232512,1,317772.64981819957
6.329278851815795,5.099379265352131,0.1352878747181771,4.43647942177181,3,377991.28263566224
3.7618667192477586,6.638391925608383,0.21782916929139912,2.197470238808726,3,371339.3524403003
3.886325586084147,5.671381524251015,0.1399823711102918,3.173945503662272,3,316655.07828383043
3.3883311263507494,6.603187431082343,0.1615921046067424,2.2912806665825864,0,302535.46575925156
0.6218431770514377,5.455885997885807,0.20730150720710325,3.5286679216584522,2,98119.36334112994
3.4602291868261745,5.837207093927706,0.11113142575770465,1.9143191136403495,3,302899.29895222245
3.5903453149115396,6.040919175395721,0.2279394592248447,3.1364107308993985,0,285441.5358986493
7.194863168727929,4.997812544218528,0.1,2.188907723177453,0,461124.47755471955
3.2114585528283164,6.740824345420126,0.23148210655563994,2.6551107876311417,0,254516.6997461297
3.9523210135004185,5.486786433528414,0.13136622080240126,2.078282307396885,2,305591.5340279964
3.447932345442135,5.771400084659981,0.1378650626087359,3.3756453296270275,2,268216.3596886751
1.746982943570702,5.005650625391488,0.1,2.214113751892289,2,159493.82497545925
5.21423422177253,3.4376663412046895,0.12726026413111535,3.1863749815322793,2,345125.21478038206
4.627899549030161,5.808972237399831,0.1,2.5591313802163667,1,296443.1879436046
4.68654792056457,8.412615421612916,0.11961768273132636,2.7198693397407956,2,413542.108253345
2.135918817807892,6.7846042878980235,0.14313445171055603,2.90342913518009,2,255865.88806941715
5.604191466404149,5.980739620265606,0.19788958072364526,2.266722729838806,2,363540.5764228001
1.3972234058115784,5.737109170791732,0.1603801675700313,2.9472569794786208,3,151974.491493938
4.380285640700405,6.022465892812046,0.16538383267005569,3.8712341950480873,3,324503.63781976636
6.785683438714968,6.54711911517521,0.1,2.2553336499171,2,473687.64055311924
2.014195512303967,4.819187184691155,0.10596229551986348,3.620267100291691,1,187209.75477860155
2.650553405595842,7.114321694668872,0.2399362509175656,3.8486683434414486,3,275824.1654330477
3.649477047631462,6.715381315441244,0.11323994826183767,2.2286915076803693,0,364008.87085342803
2.744786518825701,6.718185725707935,0.23281041260286478,1.7814617764366134,3,244731.01675080913
1.1740048534008007,6.438475738809728,0.13784694005595666,3.0113726301202353,0,129122.01132233415
3.602844462209041,6.01961665769399,0.1501143968071752,2.416814734063189,3,317806.5439148927
1.9065444294108427,6.67286123596682,0.20351825801149648,4.108022253414101,2,269107.9705671296
4.210388645952772,6.591814133741378,0.21359462109693284,2.8243652783498825,3,343459.03480915324
2.120863648649295,5.645959289058976,0.1444593719860456,2.2384604143753744,2,179106.93935373196
5.824901607526309,5.426398227103099,0.13058784732392303,1.996988342291802,2,389526.88165512524
2.325120061495644,6.101856295261987,0.14720397757388934,3.562933471363581,3,197377.2255749785
3.0169077256914867,7.549020151495188,0.16689787641160592,2.400171218141069,0,312766.5603127862
4.720275826054505,4.760892924346099,0.19456518434348777,2.8306801596222995,0,280964.67849151976
1.653703525349067,4.53247473424756,0.15021149294970756,3.4690619215787364,3,156820.2327000732
3.841189901906194,6.164760841236517,0.18094431490115767,2.4610191536484187,2,276177.36138616496
5.460714131423642,6.050887701856018,0.23191798661354704,2.7678498198818873,0,386262.301831674
1.0887751481581587,6.173341664370408,0.16906548061323923,2.788402113124236,1,158462.0663505214
3.7769507877984565,6.243953197908501,0.1655826428002389,3.278327158061264,2,310750.33430558885
3.8898241913726355,5.776797745365195,0.1,3.213521034857228,3,305697.68112492666
4.672734307665966,7.489863438602082,0.1,2.64592038812162,2,348834.21332361666
1.644573933682877,4.3990960215234844,0.1694187864615084,2.8445543430475624,1,180545.98969740878
1.5193150803735855,5.171502975219754,0.14525878843595638,2.539754691933558,1,170669.9045459831
4.282912348425347,5.896745239850953,0.1242608662542629,1.7656713151563885,0,296211.60866959626
3.945477009849779,4.356811188845833,0.16217651020931723,2.9803206001786906,1,343529.04544511344
3.8757392755188147,5.824145595567929,0.14697981354015457,4.124534232583147,2,317213.7900118053
4.019672314245463,7.661470165728018,0.20638901253169492,2.181396601516256,0,339295.75179826963
2.479962917632264,6.020886488295962,0.1543055434129489,2.2588792032781075,1,279156.7342779397
3.8483805457415055,6.230700905718684,0.11265383574649161,2.1904905598493807,0,366654.82189572265
3.939608709948022,4.73983523482742,0.19950831194796445,3.3072142451061857,0,277441.2419271347
2.428472872960448,5.383638591960523,0.13914344625268987,3.1139398179375077,3,232561.1677676412
6.298661766717135,5.624803619676063,0.17632683418361536,2.6890236153084803,0,388972.73448010895
4.210749381367681,5.682284903243766,0.12612946469035996,2.1573866568527245,0,313460.91137570096
1.713044754196027,7.2816437950037685,0.11750865572512817,2.864663754147947,1,219437.80421082422
4.484830412950744,6.557691060725125,0.1542084115092848,1.704764510864937,2,353229.73229522514
2.037977494659018,4.888542043062968,0.15064143217718426,2.9003985968002453,2,202120.45834446137
4.6806269056136784,6.246504778432005,0.17399135176834166,3.4100670702615536,1,367056.7267257487
5.237893368511106,6.4982217484967855,0.13656771233451287,1.9241606043564254,2,392159.99746776413
2.2689765224724345,7.140149038521266,0.1,1.7272372062192354,0,214929.5280951721
4.945064193866482,7.580540686568374,0.12836130582058056,3.9056065241864015,3,364291.94496143
4.119171390404747,4.984905808172131,0.1896909233571908,2.3717682523467905,0,279779.9109319103
4.733090239991735,5.1891424887896616,0.13513119603784468,3.595163492160675,0,325213.58421579085
6.345189473980922,4.742422141085384,0.1376808298742726,2.692201634361518,3,436747.10374120355
3.131917825995694,5.765980140893019,0.19931882529529685,2.6866316281410705,1,227061.38324729283
2.3693957534637655,6.466358374446335,0.11440133863705385,3.1068888896476516,0,231354.4367851413
2.165728355561715,6.987334516589102,0.1,2.1812008002774914,0,271623.3930562893
2.276284572551843,5.9240489763574775,0.14196844402372527,2.892748000446952,1,216200.46171865702
3.3843474358788437,5.680152476745156,0.12579130243756315,2.532957409623135,0,290343.32570225187
4.011727962224966,6.15175799224874,0.1016876840123373,1.8756545896164778,0,314350.9124677691
3.9150361989950286,5.164857098369977,0.14123107720506545,3.036237452308479,2,299690.89577663934
